source_name,mean_bias,total_story_count,source_bias,topic_story_count,source_lon,source_lat,source_owners,surprising_dist,unsurprising_dist
India Today,0.11111111111111116,117592,1,81,76.680167,21.409081,Living Media,"[0, 6, 1, 1, 6]","[4, 31, 9, 5, 18]"
Indian Express,0.3157894736842106,171834,-1,19,78.903332,20.601912,Viveck Goenka,"[0, 1, 0, 0, 2]","[0, 9, 1, 0, 6]"
Indybay,-1.9411764705882353,895,0,17,,,,"[2, 0, 0, 0, 0]","[14, 1, 0, 0, 0]"
InnisfilToday.ca,-0.6551724137931034,11413,0,87,,,,"[1, 18, 2, 1, 5]","[0, 51, 7, 1, 1]"
Inquirer,-0.368421052631579,86074,-1,76,120.989164,14.603646,Inquirer Group of Companies,"[0, 13, 0, 1, 2]","[4, 34, 9, 4, 9]"
Insider Paper,0.3116883116883118,4052,0,77,,,,"[0, 7, 2, 1, 4]","[1, 22, 15, 4, 21]"
Investing.com,-0.3846153846153846,14658,0,13,,,,"[0, 1, 0, 0, 0]","[0, 8, 1, 2, 1]"
Iola Register,-0.15384615384615374,7416,0,13,,,,"[0, 1, 2, 0, 1]","[0, 3, 6, 0, 0]"
Iran Focus,-0.41666666666666674,488,0,12,,,,"[0, 0, 0, 0, 0]","[2, 6, 0, 3, 1]"
Irish Examiner,-0.5490196078431373,85121,-1,51,-8.047771,53.547578,The Irish Times,"[2, 13, 4, 0, 1]","[1, 21, 3, 2, 4]"
Irish Independent,-0.10606060606060597,307139,1,132,-7.944118,53.195573,Mediahuis,"[3, 11, 5, 1, 7]","[10, 39, 23, 19, 14]"
Irish Times,-0.5384615384615385,47939,-1,39,-6.283621,53.357875,,"[1, 5, 0, 0, 2]","[3, 21, 2, 1, 4]"
Islamabad Post,-0.5555555555555556,3905,0,54,,,,"[1, 2, 4, 2, 0]","[9, 20, 10, 2, 4]"
Israel Unwired,1.6,437,2,55,,,,"[1, 0, 0, 1, 6]","[3, 1, 1, 0, 42]"
J-Wire,1.164705882352941,1060,0,170,,,,"[1, 6, 2, 1, 17]","[4, 26, 3, 15, 95]"
James W. Foley,0.7857142857142856,186,0,14,,,,"[0, 0, 0, 0, 1]","[0, 5, 0, 2, 6]"
Japan Today,-0.1428571428571428,70974,-1,119,139.40513,35.954692,GPlusMedia,"[3, 5, 13, 1, 5]","[14, 27, 31, 2, 18]"
Jersey Evening Post,-0.28,10669,0,100,,,All Island Media ,"[2, 13, 3, 1, 8]","[2, 45, 13, 5, 8]"
Jerusalem Post,0.8943014705882355,55912,0,1088,35.202323,31.763786,The Jerusalem Post,"[2, 12, 3, 3, 31]","[60, 217, 75, 109, 576]"
Jewish Insider,1.263157894736842,1975,1,95,,,,"[1, 3, 0, 1, 10]","[2, 13, 2, 5, 58]"
Jewish News Syndicate,1.6993464052287583,2061,1,153,35.199745,31.768161,,"[0, 0, 0, 0, 9]","[1, 7, 7, 7, 122]"
Jewish Press,1.6070726915520628,16898,1,509,,,,"[0, 1, 1, 0, 36]","[25, 18, 14, 13, 401]"
Jewish Telegraphic Agency,1.1724137931034484,6384,0,145,,,,"[0, 5, 1, 5, 18]","[3, 22, 3, 14, 74]"
Jingletree,0.1342281879194629,21140,0,149,,,,"[3, 4, 15, 0, 4]","[3, 19, 75, 5, 21]"
"Jordan News | Latest News from Jordan, MENA",-1.2352941176470589,8664,0,51,,,,"[2, 0, 0, 0, 2]","[23, 21, 1, 0, 2]"
Jordan Times,-0.6333333333333333,7016,0,90,35.917686,31.971423,,"[2, 6, 2, 0, 1]","[8, 47, 15, 4, 5]"
Just the News,1.25,42732,1,72,-77.053508,38.914999,,"[1, 0, 2, 2, 17]","[2, 4, 10, 4, 30]"
KAYHAN LIFE,-0.1095890410958904,2102,0,73,,,,"[0, 6, 0, 0, 2]","[3, 35, 7, 5, 15]"
KCCI,-0.33333333333333326,61563,0,72,-93.617716,41.598735,Hearst Communications,"[0, 21, 0, 1, 3]","[1, 32, 1, 2, 11]"
KCRA 3,-0.3088235294117647,90193,0,68,-121.509239,38.579112,Hearst Communications,"[0, 17, 0, 1, 4]","[1, 32, 1, 3, 9]"
KCRG,-0.28125,35728,0,32,-91.646895,41.970564,Gray Television,"[0, 9, 1, 1, 2]","[1, 12, 0, 3, 3]"
KESQ,-0.20125786163522008,24573,0,159,,,"News-Press & Gazette Company, California","[1, 11, 3, 0, 7]","[11, 65, 28, 12, 21]"
KETV,-0.3787878787878789,64524,0,66,-95.923385,41.270836,Hearst Communications,"[0, 20, 0, 1, 4]","[1, 29, 1, 3, 7]"
KEYT,-0.4303030303030304,25051,0,165,,,News-Press & Gazette Company,"[1, 20, 2, 1, 2]","[6, 84, 22, 12, 15]"
KHBS,-0.375,20438,0,72,,,Hearst Communications,"[0, 21, 1, 1, 4]","[1, 32, 1, 3, 8]"
KIFI,-0.4320987654320987,251704,0,162,-112.043703,43.501285,News-Press & Gazette Company,"[0, 16, 4, 1, 3]","[7, 86, 21, 9, 15]"
KION,-0.4204545454545454,23007,0,176,,,News-Press & Gazette Company,"[1, 14, 2, 2, 3]","[7, 97, 21, 13, 16]"
KMBC,-0.3918918918918919,59649,0,74,-94.568981,39.107425,Hearst Communications,"[0, 21, 0, 1, 4]","[1, 34, 2, 3, 8]"
KMIZ,-0.4662921348314606,24259,0,178,,,News-Press & Gazette Company,"[1, 18, 1, 1, 1]","[7, 99, 22, 9, 19]"
KOAT,-0.33333333333333326,49895,0,78,-106.66285,35.071828,Hearst Communications,"[0, 23, 0, 1, 4]","[1, 33, 3, 3, 10]"
KOB 4,-0.23121387283237005,71834,0,173,-106.64834,35.082041,Hubbard Broadcasting,"[2, 11, 13, 3, 5]","[3, 51, 72, 7, 6]"
KPBS,-0.8545454545454545,9928,0,55,,,California State University,"[1, 15, 0, 0, 1]","[0, 35, 1, 1, 1]"
KRDO,-0.15384615384615374,245908,0,130,-104.824351,38.835755,News-Press & Gazette Company,"[3, 12, 2, 1, 7]","[13, 45, 15, 10, 22]"
KSBW,-0.318840579710145,25774,0,69,,,Hearst Communications,"[0, 18, 0, 1, 4]","[1, 32, 1, 3, 9]"
KTVB,-0.6111111111111112,17353,0,54,-116.192562,43.603981,Tegna Inc.,"[2, 16, 0, 0, 3]","[2, 25, 0, 2, 4]"
KVIA,-0.4767441860465116,210424,0,172,-85.66577,30.165371,News-Press & Gazette Company,"[1, 22, 1, 0, 2]","[8, 88, 24, 10, 16]"
KYMA,-0.5229357798165137,15601,0,109,,,"Apollo Global Management, Cox Enterprises","[0, 13, 5, 0, 1]","[2, 54, 26, 4, 4]"
KYTX,-0.7575757575757576,8699,0,33,,,Tegna Inc.,"[1, 12, 0, 0, 1]","[2, 14, 0, 1, 2]"
KahawaTungu,-0.14814814814814814,4033,0,27,36.823293,-1.317181,,"[0, 5, 0, 0, 3]","[0, 11, 5, 0, 3]"
KalingaTV,1.4615384615384617,5116,0,13,,,,"[0, 0, 0, 0, 1]","[0, 2, 0, 1, 9]"
Kashmir Observer,-0.5277777777777777,9481,0,36,,,,"[1, 7, 0, 0, 2]","[3, 16, 2, 2, 3]"
Kathimerini English Edition,-0.33333333333333326,15626,0,18,23.728794,37.982965,,"[0, 2, 0, 0, 0]","[1, 6, 6, 2, 1]"
Khaama Press,-0.3125,17663,0,112,69.220826,34.55993,Khushnood Nabizada,"[3, 11, 1, 0, 8]","[7, 54, 10, 2, 16]"
Kitimat Northern Sentinel,-0.9166666666666667,13469,-1,12,,,,"[2, 5, 0, 0, 0]","[0, 4, 0, 0, 1]"
Koco News5,-0.33333333333333326,67195,-1,78,-97.540036,35.502705,Hearst Communications,"[0, 22, 0, 1, 5]","[1, 35, 2, 2, 10]"
Krem2 News,-0.8400000000000001,19827,0,25,-117.410491,47.663205,Tegna Inc.,"[1, 9, 0, 0, 1]","[1, 12, 0, 0, 1]"
LBC,0.018867924528302105,24516,1,53,-0.104786,51.517203,,"[1, 10, 1, 3, 4]","[5, 13, 2, 3, 11]"
Lagatar English,0.1333333333333333,1530,0,15,,,,"[1, 0, 0, 0, 0]","[0, 5, 4, 1, 4]"
Lankaxpress,-0.4814814814814814,2953,0,27,,,,"[1, 4, 1, 0, 2]","[0, 15, 1, 2, 1]"
Las Vegas Review-Journal,0.5822784810126582,88897,0,79,-115.146338,36.179113,,"[0, 10, 0, 2, 9]","[0, 19, 7, 9, 23]"
Latest For Me,-0.18181818181818188,6409,0,11,,,,"[0, 0, 0, 0, 2]","[2, 4, 2, 0, 1]"
Latestly,0.1843575418994412,95406,2,179,,,,"[3, 14, 3, 4, 8]","[4, 68, 12, 17, 46]"
Latin Times,0.040000000000000036,7221,-1,75,,,,"[0, 9, 1, 0, 8]","[9, 26, 0, 4, 18]"
Le Monde,-0.39175257731958757,87876,-1,97,2.362035,48.863721,,"[4, 7, 0, 2, 6]","[7, 47, 8, 8, 8]"
Leadership,0.0,28730,0,17,7.377491,9.069713,Sam Nda-Isaiah,"[0, 2, 0, 0, 1]","[1, 3, 7, 1, 2]"
Legit.ng - Nigeria news.,0.0,34171,0,14,3.348864,6.602129,,"[0, 0, 0, 0, 1]","[0, 7, 3, 1, 2]"
LewRockwell.com,0.4615384615384617,1891,2,13,,,,"[1, 0, 0, 0, 3]","[4, 0, 0, 0, 5]"
Le·gal In·sur·rec·tion,1.721518987341772,2994,2,79,,,,"[0, 1, 1, 0, 14]","[2, 3, 0, 0, 58]"
Liberty Nation,2.0,1096,2,11,,,,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 9]"
LifeSiteNews,-0.5714285714285714,10236,2,14,,,,"[2, 0, 0, 0, 1]","[7, 0, 0, 0, 4]"
Live Mint,0.36170212765957466,107498,0,94,77.212229,28.618708,HT Media,"[0, 11, 2, 1, 13]","[3, 29, 8, 1, 26]"
Live5News,-0.36363636363636354,14429,0,11,,,,"[0, 5, 1, 0, 1]","[0, 3, 0, 0, 1]"
Loonie Politics,-0.33333333333333326,4260,0,21,,,,"[0, 2, 0, 0, 2]","[1, 13, 0, 0, 3]"
Los Angeles Times,-0.59375,141511,-1,32,-118.264655,34.067005,Patrick Soon-Shiong,"[0, 3, 0, 0, 1]","[5, 17, 1, 1, 4]"
Lucianne,1.6491228070175437,7095,2,57,,,,"[0, 0, 0, 0, 2]","[3, 0, 0, 8, 44]"
MASSIVE.NEWS,0.5882352941176472,939,0,17,,,,"[0, 0, 0, 0, 2]","[1, 5, 1, 3, 5]"
MM News TV,-0.5,5588,0,56,,,,"[2, 7, 1, 1, 3]","[10, 19, 4, 3, 6]"
MOR-TV,-0.375,13591,0,72,-82.474639,27.933547,,"[0, 19, 0, 1, 4]","[1, 35, 1, 2, 9]"
MR Online,-1.5833333333333333,1066,-2,12,,,,"[1, 0, 0, 0, 0]","[9, 1, 0, 0, 1]"
MSNBC,-0.04444444444444451,50923,-2,45,-94.462934,39.742931,Roberts family,"[1, 4, 4, 0, 7]","[9, 7, 5, 1, 7]"
Macau Business,-0.32568807339449535,13539,0,218,,,,"[2, 18, 2, 1, 7]","[12, 108, 26, 16, 26]"
"Magazine, Healty And Sport News",-0.026315789473684292,6141,0,38,,,,"[2, 3, 1, 0, 3]","[1, 16, 2, 2, 8]"
Maktoob,-1.4918032786885247,2020,0,61,,,,"[7, 4, 0, 0, 2]","[35, 8, 4, 1, 0]"
Malay Mail,-0.4195804195804196,108409,1,143,101.560184,3.339253,Dato’ Siew Ka Wei,"[2, 15, 0, 3, 11]","[12, 73, 7, 9, 11]"
Mangalorean.com,0.1333333333333333,5208,0,60,,,,"[0, 4, 1, 0, 6]","[2, 25, 5, 5, 12]"
Manila Bulletin,-0.5454545454545454,20390,-1,44,,,Manila Bulletin Publishing Corporation,"[0, 8, 0, 1, 1]","[0, 26, 4, 1, 3]"
Marine Insight,0.5,5025,0,18,,,,"[0, 0, 0, 0, 1]","[0, 6, 2, 5, 4]"
Maritime Reporter,0.0,8972,0,11,,,,"[0, 0, 0, 0, 1]","[0, 3, 6, 1, 0]"
Mathrubhumi,-0.05691056910569103,69590,0,123,76.348507,10.857336,M. P. Veerendra Kumar,"[1, 15, 1, 1, 10]","[4, 50, 15, 5, 21]"
Mediaite,0.32727272727272716,38051,-1,55,-97.087687,36.80209,Dan Abrams,"[1, 3, 0, 0, 9]","[11, 11, 1, 0, 19]"
Mehr News Agency,-0.08333333333333326,27618,2,24,51.372328,35.690039,,"[0, 1, 0, 0, 2]","[7, 4, 2, 3, 5]"
Merco Press,0.5882352941176472,24938,-1,17,-66.91152,10.482262,,"[0, 0, 0, 0, 1]","[4, 2, 1, 0, 9]"
Metro News,-0.2857142857142858,224549,-1,28,-0.142331,51.487276,"Alfred Harmsworth (barrister), Geraldine Mary Harmsworth, Patricia Harmsworth, Viscountess Rothermere","[1, 3, 1, 0, 2]","[2, 10, 5, 1, 3]"
Middle East Eye,-0.8571428571428572,9124,-2,133,-0.159046,51.510307,,"[7, 14, 0, 0, 4]","[43, 44, 2, 2, 17]"
Middle East Monitor,-0.9310344827586208,50377,-2,29,-0.132251,51.517742,Qatar,"[1, 1, 0, 0, 0]","[13, 7, 2, 1, 4]"
Midland Today,-0.632183908045977,65730,0,87,,,,"[1, 17, 2, 2, 4]","[1, 49, 8, 1, 2]"
Military.com,-0.5512820512820513,26141,0,78,-122.417219,37.77505,Randstad Holding,"[2, 12, 0, 2, 3]","[5, 43, 1, 2, 8]"
Minute Mirror,-0.5217391304347827,14217,0,276,,,,"[7, 16, 2, 3, 6]","[44, 128, 22, 9, 39]"
Modern Diplomacy,-0.4782608695652173,1962,2,23,,,,"[1, 1, 0, 0, 0]","[2, 14, 0, 0, 5]"
Monkey Viral,-0.4491017964071857,4902,0,167,,,,"[8, 9, 2, 1, 11]","[32, 60, 15, 7, 22]"
Moose Jaw Today,-0.9473684210526316,15413,0,19,,,Glacier Media,"[0, 4, 0, 0, 0]","[0, 14, 1, 0, 0]"
Morning Express,-0.15625,5227,0,96,,,,"[3, 7, 1, 2, 9]","[15, 32, 5, 4, 18]"
Morning Sun,-0.593984962406015,30399,0,133,-94.706297,37.414917,Pittsburg Publishing LLC,"[0, 13, 2, 2, 1]","[1, 86, 17, 4, 7]"
Motorcycle Sports,-0.5,5549,0,12,,,,"[1, 0, 0, 0, 0]","[2, 6, 0, 0, 3]"
Mwanzo TV,-0.18181818181818188,739,0,11,,,,"[0, 2, 0, 0, 2]","[0, 5, 1, 1, 0]"
My London,-0.5714285714285714,24848,0,14,-0.111888,51.486332,Reach plc,"[0, 1, 0, 1, 0]","[2, 6, 2, 2, 0]"
My Mother Lode,-0.05154639175257736,97078,0,194,,,,"[2, 7, 17, 2, 6]","[12, 33, 91, 4, 20]"
MyCentralOregon.com,-0.10526315789473695,2866,0,38,,,,"[0, 5, 2, 2, 1]","[2, 15, 1, 4, 6]"
MyClallamCounty.com,0.0,2288,0,31,,,,"[0, 5, 1, 2, 1]","[0, 13, 1, 2, 6]"
NBC New York,-0.2666666666666666,37151,-1,15,-74.000286,40.711853,"Roberts family, HM Capital Partners","[0, 0, 0, 0, 2]","[0, 11, 0, 1, 1]"
NBC News,-0.3076923076923077,101315,-1,169,-96.967141,37.243233,Roberts family,"[6, 19, 4, 1, 8]","[12, 67, 19, 13, 20]"
NDTV,0.09505703422053235,468501,1,263,77.199692,28.626046,"Independent Media, Gautam Adani","[2, 15, 2, 4, 18]","[25, 92, 20, 24, 61]"
NEWS WIRE FAX - Breaking News & Headlines,0.06666666666666687,2634,0,15,,,,"[0, 3, 0, 1, 0]","[2, 3, 1, 0, 5]"
NEWS9 LIVE,0.1428571428571428,20780,0,63,,,,"[1, 8, 0, 3, 10]","[3, 17, 7, 9, 5]"
NEWSRAEL,1.5956790123456792,4750,2,648,34.849271,32.078441,,"[1, 3, 0, 0, 28]","[21, 30, 25, 25, 515]"
NEWSREP,0.18518518518518512,1544,1,27,,,,"[0, 5, 0, 0, 4]","[1, 8, 1, 4, 4]"
NOQ Report,1.6451612903225805,3945,2,31,,,,"[0, 0, 0, 0, 4]","[1, 1, 1, 2, 22]"
NY Daily News,0.20000000000000018,132908,-1,15,-73.976936,40.711214,Alden Global Capital,"[0, 3, 0, 1, 4]","[2, 3, 0, 0, 2]"
NY1,-0.2530120481927711,39523,0,83,-74.002088,40.71381,"Advance Publications, Liberty Media, Capital Group Companies, The Vanguard Group, Mitsubishi UFJ Financial Group, Nippon Life, Meiji Yasuda Life, Norinchukin Bank, Resona Holdings, Sumitomo Mitsui Trust Holdings, Masayoshi Son, JPMorgan Chase, Citigroup, Baillie Gifford","[0, 16, 1, 3, 8]","[3, 40, 0, 2, 10]"
NZ Herald,-0.3272727272727274,277066,0,55,174.797602,-36.88107,New Zealand Media and Entertainment,"[2, 10, 1, 0, 3]","[2, 21, 6, 5, 5]"
Nation.Cymru,-0.625,27670,0,32,-3.617071,52.004077,,"[1, 3, 1, 1, 1]","[5, 15, 1, 1, 3]"
NationNews,-0.08333333333333326,25362,0,12,-59.55493,13.212023,,"[0, 4, 0, 0, 0]","[0, 4, 0, 1, 3]"
National Accord Newspaper,-0.33333333333333326,3828,0,12,,,,"[0, 1, 1, 0, 0]","[2, 3, 2, 2, 1]"
National Catholic Register,-0.25,11461,2,16,,,EWTN,"[0, 1, 0, 0, 1]","[1, 9, 1, 0, 3]"
National Daily Newspaper,0.7272727272727271,2441,0,11,,,,"[0, 1, 0, 1, 0]","[0, 2, 2, 0, 5]"
National Post,1.2790697674418605,154217,1,86,-111.214573,58.015941,"Leon Cooperman, Allianz","[1, 3, 0, 1, 11]","[3, 4, 2, 20, 41]"
NationofChange,-1.8666666666666667,586,-2,15,,,,"[2, 0, 0, 0, 0]","[11, 2, 0, 0, 0]"
Nemos News Network,2.0,515,0,25,,,,"[0, 0, 0, 0, 5]","[0, 0, 0, 0, 20]"
New York Post,1.2452107279693485,245963,1,261,-74.002053,40.704876,Murdoch family,"[0, 7, 2, 2, 25]","[13, 27, 13, 11, 161]"
Newmarket Today,-0.6588235294117648,65647,0,85,-79.424003,44.610604,,"[1, 21, 1, 1, 5]","[0, 48, 5, 2, 1]"
News,0.1132075471698113,191966,1,53,,,Murdoch family,"[1, 6, 0, 0, 3]","[2, 20, 4, 2, 15]"
News Bulletin 247,-0.29166666666666674,6229,0,48,,,,"[1, 2, 0, 0, 5]","[8, 19, 5, 1, 7]"
News Central - Latest Africa News,-0.481012658227848,4278,0,79,,,,"[1, 7, 0, 0, 2]","[16, 27, 11, 4, 11]"
News Facts Network,0.9473684210526314,3907,0,19,-79.785171,36.073254,,"[0, 0, 0, 1, 3]","[1, 5, 0, 0, 9]"
News Room Odisha,-0.09259259259259256,5660,0,54,,,,"[0, 8, 0, 2, 1]","[2, 22, 3, 7, 9]"
News Talk 94.1/AM 1600,-0.1287878787878789,11673,0,132,,,,"[2, 10, 9, 1, 5]","[10, 36, 36, 4, 19]"
News Text Area,-0.02941176470588225,4741,0,34,,,,"[0, 8, 0, 0, 2]","[1, 12, 2, 1, 8]"
News/Talk 94.7 & 970 WMAY,0.0,4711,0,43,,,,"[0, 6, 2, 2, 0]","[2, 16, 1, 4, 10]"
News18 India,0.5225225225225225,597068,1,111,79.913817,22.129235,Mukesh Ambani,"[1, 8, 0, 3, 13]","[2, 35, 4, 12, 33]"
News24,-0.29166666666666674,192707,0,24,23.874244,-30.403431,24.com,"[1, 2, 2, 0, 1]","[1, 8, 5, 3, 1]"
"News360 Info - Breaking News, Nigerian News and Multimedia, World News.",0.1304347826086958,2433,0,23,,,,"[1, 1, 0, 0, 3]","[0, 11, 1, 1, 5]"
NewsBusters,0.5714285714285716,26520,2,14,-77.043162,38.891327,,"[1, 0, 0, 0, 0]","[4, 0, 0, 0, 9]"
NewsX,-0.01379310344827589,9958,0,145,,,Venod Sharma,"[2, 10, 4, 2, 9]","[13, 52, 13, 10, 30]"
Newsday,-0.6480446927374302,23552,0,179,-96.325962,37.714472,,"[1, 19, 0, 0, 3]","[7, 116, 15, 7, 11]"
Newser,-0.09859154929577474,4878,-1,71,-80.2001,25.749301,"Patrick Spain, Michael Wolff","[0, 10, 1, 2, 6]","[1, 33, 4, 4, 10]"
Newsmax,0.6666666666666665,50570,2,54,-77.041148,38.90316,Christopher Ruddy,"[0, 5, 0, 0, 6]","[0, 16, 4, 1, 22]"
Newsweek,-0.05755395683453246,174260,0,139,-94.724376,39.876336,IBT Media,"[1, 12, 0, 8, 12]","[10, 60, 5, 8, 23]"
Newtelegraph,-0.42105263157894735,7313,0,19,,,,"[0, 0, 0, 0, 2]","[3, 9, 3, 1, 1]"
Nigerian News. Latest Nigeria News. Your online Nigerian Newspaper.,-0.29032258064516125,5281,0,31,,,,"[0, 2, 2, 0, 1]","[6, 8, 6, 1, 5]"
Nnu.ng - Nigeria News Update.,0.5333333333333332,9170,0,30,,,,"[0, 1, 3, 0, 3]","[0, 5, 10, 0, 8]"
Northwest Newsradio,0.023255813953488413,3548,0,43,,,,"[0, 6, 2, 2, 0]","[2, 15, 1, 6, 9]"
Novara Media,-1.263157894736842,1864,-2,19,,,,"[3, 3, 0, 1, 0]","[7, 4, 0, 0, 1]"
OAN,1.6956521739130435,103940,2,23,-117.141119,32.737671,Herring Networks,"[0, 0, 0, 0, 5]","[1, 0, 1, 1, 15]"
ODISHA BYTES,0.3846153846153846,4897,0,13,,,,"[0, 2, 0, 0, 0]","[0, 3, 3, 0, 5]"
OODA Loop,0.8148148148148149,1668,0,27,,,,"[1, 1, 2, 0, 2]","[0, 4, 2, 5, 10]"
OPB,-0.19999999999999996,34515,0,50,-122.661875,45.507826,Oregon Public Broadcasting,"[1, 11, 0, 0, 8]","[2, 19, 2, 4, 3]"
Oakville News,-0.6091954022988506,15463,0,87,,,,"[1, 18, 1, 2, 5]","[0, 49, 9, 0, 2]"
Oil Price,0.20000000000000018,9387,1,20,-0.128071,51.517016,Advanced Media Solutions,"[0, 1, 0, 1, 2]","[1, 6, 3, 4, 2]"
Olive Tree Ministries,2.0,775,0,23,,,,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 21]"
Orillia Matters,-0.6046511627906976,69348,0,86,-79.420205,44.608685,,"[1, 19, 2, 1, 6]","[0, 48, 7, 0, 2]"
Orinoco Tribune,-1.4864864864864864,1444,-2,37,,,,"[2, 1, 0, 0, 0]","[27, 3, 0, 1, 3]"
Orissa POST,-0.4782608695652173,7940,0,46,,,,"[1, 8, 1, 0, 5]","[6, 18, 3, 0, 4]"
Orthodox Times,-0.5454545454545454,1708,0,11,,,,"[0, 0, 1, 0, 0]","[1, 5, 3, 1, 0]"
Otago Daily Times,-0.10344827586206895,138375,0,29,170.022902,-45.406017,Allied Press,"[1, 7, 0, 0, 1]","[0, 10, 3, 0, 7]"
Our Sunday Visitor,-1.1538461538461537,916,1,13,,,,"[1, 1, 0, 0, 0]","[2, 8, 1, 0, 0]"
Oyeyeah,-0.6785714285714286,2110,0,28,,,,"[0, 6, 1, 1, 1]","[5, 10, 2, 0, 2]"
PBS NewsHour,-0.825503355704698,50974,-1,149,-77.039783,38.907089,,"[1, 31, 0, 1, 4]","[10, 92, 2, 3, 5]"
PJ Media,1.7142857142857144,12132,2,35,,,Salem Media Group,"[0, 0, 0, 0, 7]","[2, 0, 1, 0, 25]"
Pajhwok Afghan News,-0.5333333333333334,18558,0,45,69.221758,34.54783,Danish Karokhel,"[2, 1, 5, 0, 2]","[9, 9, 15, 0, 2]"
Pakistan Times Today,-0.5555555555555556,1851,0,18,,,,"[0, 1, 1, 0, 0]","[1, 7, 8, 0, 0]"
Pakistan Today,-0.45945945945945943,6115,0,37,69.41911,30.520221,,"[2, 3, 0, 0, 2]","[7, 13, 3, 1, 6]"
Patriot Journal,2.0,1328,2,16,,,,"[0, 0, 0, 0, 5]","[0, 0, 0, 0, 11]"
Pearls and Irritations,-0.9047619047619047,7056,0,21,,,,"[3, 0, 0, 0, 0]","[10, 3, 0, 0, 5]"
Penn Live,-0.2666666666666666,74136,0,15,-76.890462,40.273371,Advance Publications,"[0, 3, 0, 0, 1]","[0, 7, 2, 0, 2]"
PerthNow,-0.33333333333333326,113740,0,138,115.862167,-31.948861,,"[2, 16, 1, 2, 5]","[7, 68, 12, 6, 19]"
Phil's Stock World,-0.75,2664,0,16,,,,"[1, 1, 1, 0, 0]","[0, 9, 4, 0, 0]"
Pioneer Press,-0.1428571428571428,88412,0,14,-93.088615,44.952358,Alden Global Capital,"[0, 0, 3, 0, 2]","[0, 6, 3, 0, 0]"
Pledge Times,0.20370370370370372,7009,0,54,,,,"[3, 2, 0, 2, 5]","[5, 13, 8, 2, 14]"
Political Wire,-0.04651162790697683,77537,0,43,-74.007885,40.702943,Goddard Media LLC,"[0, 5, 0, 0, 5]","[1, 23, 0, 0, 9]"
Politico,0.0,49370,-1,22,,,Capitol News Company,"[1, 2, 0, 0, 3]","[2, 7, 2, 1, 4]"
Politico Europe,-0.0888888888888888,33989,-1,45,4.340668,50.847803,"Capitol News Company, KKR","[2, 5, 0, 0, 5]","[4, 17, 1, 2, 9]"
"Politics, Policy, Political News",1.8260869565217392,3386,0,23,,,,"[0, 0, 0, 0, 5]","[1, 0, 0, 0, 17]"
Portland Press Herald,-0.8,91615,0,15,-70.255972,43.659216,MaineToday Media,"[0, 6, 0, 1, 0]","[0, 7, 1, 0, 0]"
Premium Times Nigeria,-0.2142857142857142,38637,-1,14,7.398665,9.075892,,"[0, 3, 0, 2, 0]","[0, 6, 1, 0, 2]"
Prensa Latina,-1.532258064516129,9825,0,62,-82.966239,22.814015,,"[3, 2, 1, 0, 1]","[42, 9, 2, 0, 2]"
PressNewsAgency,-0.15463917525773185,8531,0,97,,,,"[0, 16, 0, 2, 4]","[3, 42, 9, 3, 18]"
PressTV,-1.5165692007797271,25731,2,513,51.39306,35.690904,Government of the Islamic Republic of Iran,"[24, 11, 0, 0, 6]","[347, 89, 8, 4, 24]"
Prince George Citizen,-0.5416666666666667,73253,-1,72,,,Glacier Media,"[1, 14, 0, 3, 2]","[0, 34, 16, 0, 2]"
Punch Newspapers,-0.023809523809523725,68949,-1,42,,,,"[0, 4, 0, 1, 6]","[2, 17, 5, 3, 4]"
Quds News Network,-1.6090909090909091,925,-1,220,,,,"[18, 4, 0, 0, 3]","[152, 32, 3, 0, 8]"
Quorum Call,0.8214285714285716,7765,0,28,,,,"[0, 0, 0, 0, 1]","[1, 5, 6, 2, 13]"
RAGEX,1.15,1353,0,40,,,,"[0, 0, 0, 0, 6]","[0, 8, 4, 2, 20]"
RNZ,-0.5972222222222223,88368,0,72,175.448909,-40.98865,Ministry for Culture and Heritage,"[1, 16, 1, 0, 3]","[3, 36, 5, 3, 4]"
RTÉ,-0.4444444444444444,199225,0,162,-8.009987,53.397426,Government of Ireland,"[0, 27, 4, 4, 4]","[5, 85, 12, 4, 17]"
Radio France Internationale,-0.32352941176470584,31280,0,34,2.356212,48.856139,Government of France,"[0, 2, 0, 0, 2]","[1, 21, 2, 2, 4]"
Radio Free Europe/ RadioLiberty,-0.71875,51079,0,32,15.470666,49.818457,U.S. Agency for Global Media,"[0, 7, 0, 0, 1]","[0, 22, 0, 0, 2]"
Rappler,-0.27083333333333326,61385,-1,48,121.746197,12.837988,,"[1, 9, 0, 1, 2]","[2, 20, 4, 1, 8]"
Raw Story,-0.16666666666666674,129333,-2,60,-92.022272,36.855195,"John K. Byrne, Michael Rogers (publisher)","[1, 5, 0, 0, 6]","[13, 19, 1, 0, 15]"
Real Clear Politics,0.9629629629629628,68550,1,27,-87.615209,41.857754,,"[0, 1, 0, 2, 3]","[0, 5, 0, 8, 8]"
Reason,0.5,33902,1,12,-98.620544,38.344697,Reason Foundation,"[0, 1, 0, 0, 2]","[0, 5, 0, 0, 4]"
Red Wave Press,1.0909090909090908,2377,0,11,,,,"[0, 0, 0, 0, 3]","[1, 2, 0, 0, 5]"
