source_name,mean_bias,total_story_count,source_bias,topic_story_count,source_lon,source_lat,source_owners,surprising_dist,unsurprising_dist
RedState,1.9454545454545453,56750,2,55,-77.052746,38.903771,Salem Media Group,"[0, 0, 0, 0, 15]","[0, 1, 0, 0, 39]"
Religion News Service,-0.35483870967741926,7889,-1,31,-95.481399,37.351451,,"[1, 4, 0, 1, 2]","[5, 11, 1, 1, 5]"
Republic World,0.4761904761904763,19830,1,63,72.874285,19.072163,"Arnab Goswami, Jupiter Capital Private Limited","[1, 7, 0, 0, 6]","[3, 16, 3, 5, 22]"
ResetEra,-1.1666666666666665,7464,0,18,,,,"[6, 3, 0, 0, 0]","[4, 2, 1, 0, 2]"
Responsible Statecraft,-0.06666666666666665,992,-1,15,,,,"[3, 0, 0, 0, 5]","[4, 1, 0, 0, 2]"
Reuters,-0.43999999999999995,465835,0,25,-1.954771,52.612309,The Woodbridge Company,"[0, 2, 0, 3, 0]","[2, 12, 3, 2, 1]"
RocketNews,-0.31775700934579443,7870,-1,214,,,,"[9, 3, 8, 0, 5]","[41, 29, 92, 0, 27]"
Rocky Mountain Outlook,-0.6862745098039216,124913,-1,102,,,Glacier Media,"[1, 24, 0, 4, 2]","[2, 56, 8, 2, 3]"
RollingStone,-0.5,68100,-2,16,-118.231323,34.052674,Penske Media Corporation,"[2, 2, 0, 0, 2]","[3, 2, 4, 0, 1]"
Rother Radio - Rotherham & Sheffield's Best Variety of Hits!,-0.10000000000000009,1443,0,20,,,,"[0, 4, 3, 1, 1]","[0, 4, 5, 1, 1]"
SABC News,-0.5,11680,0,42,,,,"[1, 3, 2, 0, 4]","[3, 22, 4, 2, 1]"
SBS News,-0.3142857142857143,75879,-1,105,151.258734,-33.900213,Australian Government,"[1, 12, 1, 1, 7]","[6, 56, 3, 2, 16]"
SHTF Plan,1.272727272727273,696,2,11,,,,"[0, 0, 0, 0, 3]","[2, 0, 0, 0, 6]"
SKWAWKBOX,-1.6923076923076923,1106,-2,39,,,,"[7, 0, 0, 0, 0]","[29, 0, 0, 0, 3]"
SOFX,0.7250000000000001,1180,0,80,,,,"[1, 4, 0, 2, 7]","[0, 21, 7, 7, 31]"
SRI,-1.3478260869565217,669,0,23,,,,"[1, 2, 0, 0, 1]","[11, 7, 1, 0, 0]"
Sada El balad,-0.7487684729064039,3788,0,203,,,,"[4, 7, 3, 1, 5]","[53, 77, 33, 5, 15]"
Salon,-0.9230769230769231,35457,-2,13,-122.417812,37.780921,Chris Richmond (entrepreneur),"[3, 1, 1, 0, 1]","[3, 3, 0, 0, 1]"
San Diego Jewish World,1.2058823529411766,858,0,34,,,,"[0, 1, 0, 1, 0]","[3, 3, 0, 2, 24]"
Sara A. Carter,1.7692307692307692,1484,0,13,,,,"[0, 0, 0, 0, 2]","[0, 1, 0, 0, 10]"
Sarajevo Times,-0.4719101123595506,2436,0,89,,,,"[1, 7, 2, 2, 5]","[20, 32, 6, 1, 13]"
Sask Today,-1.0,116137,-1,16,,,Glacier Media,"[0, 3, 0, 0, 0]","[1, 11, 1, 0, 0]"
Scoop Empire,-1.2941176470588234,495,0,17,,,,"[1, 4, 0, 0, 0]","[5, 6, 1, 0, 0]"
Scripps News,0.22222222222222232,17634,0,36,-84.36552,33.743175,E. W. Scripps Company,"[0, 11, 0, 1, 6]","[0, 7, 3, 3, 5]"
Scroll India,-0.2727272727272727,51218,-1,22,80.747493,21.818932,,"[0, 8, 1, 0, 5]","[0, 8, 0, 0, 0]"
Selangor Journal,-0.7419354838709677,4381,0,62,,,,"[1, 8, 1, 0, 6]","[11, 31, 0, 3, 1]"
Semafor,0.3999999999999999,3895,-1,40,-74.002327,40.677126,"Justin B. Smith, Ben Smith","[0, 7, 2, 1, 2]","[0, 9, 5, 1, 13]"
Shropshire Star,-0.5,176941,0,58,-2.478756,52.695466,MNA Media,"[1, 8, 0, 0, 2]","[1, 34, 5, 1, 6]"
Signs of the Times,-0.25531914893617014,6130,0,47,,,,"[2, 2, 0, 0, 3]","[11, 15, 1, 1, 12]"
Sky News UK,0.2116788321167884,140590,0,137,-2.778768,52.870891,Roberts family,"[2, 15, 3, 3, 15]","[8, 41, 4, 20, 26]"
Sky News: The Latest News from the World,-0.36764705882352944,7559,0,68,,,,"[1, 6, 0, 1, 6]","[6, 34, 3, 6, 5]"
Smithers Interior News,-0.9166666666666667,13868,-1,12,,,,"[2, 5, 0, 0, 0]","[0, 4, 0, 0, 1]"
Social News XYZ,-0.027131782945736482,20236,0,258,,,,"[1, 11, 14, 1, 14]","[11, 94, 57, 17, 38]"
SooLeader.com,-0.6666666666666667,2831,0,21,,,,"[0, 2, 0, 0, 0]","[0, 16, 1, 0, 2]"
SooToday.com,-0.6666666666666667,80831,-1,75,-84.315438,46.510213,,"[1, 15, 2, 2, 2]","[0, 44, 6, 1, 2]"
South China Morning Post,0.1144578313253013,225952,0,166,114.118349,22.391712,Alibaba Group,"[4, 11, 9, 4, 15]","[3, 57, 21, 17, 25]"
Spectator UK,0.71875,18229,1,32,-0.14123,51.503305,Press Holdings,"[2, 1, 0, 2, 3]","[4, 4, 0, 0, 16]"
Spectrum Local News,0.07142857142857162,56462,0,14,-95.497409,37.477232,"Advance Publications, Liberty Media, Capital Group Companies, The Vanguard Group, Mitsubishi UFJ Financial Group, Nippon Life, Meiji Yasuda Life, Norinchukin Bank, Resona Holdings, Sumitomo Mitsui Trust Holdings, Masayoshi Son, JPMorgan Chase, Citigroup, Baillie Gifford","[0, 1, 0, 2, 0]","[0, 5, 3, 1, 2]"
Sportskeeda,0.1499999999999999,74455,0,20,,,,"[0, 0, 1, 0, 1]","[1, 4, 9, 1, 3]"
St. Louis Jewish Light,1.52,523,0,25,,,,"[0, 2, 0, 0, 6]","[1, 0, 0, 2, 14]"
Star Advertiser,-0.09756097560975618,116394,0,41,-157.872414,21.299458,"Torstar, David Black","[1, 8, 0, 0, 3]","[1, 15, 3, 3, 7]"
Star Tribune,-0.5833333333333333,106901,-1,36,-93.255769,44.97415,Glen Taylor,"[0, 4, 0, 0, 2]","[2, 21, 5, 0, 2]"
Stars and Stripes,-0.125,21148,0,48,-77.044893,38.895608,United States Department of Defense,"[0, 8, 0, 1, 5]","[2, 19, 3, 6, 4]"
Straight Arrow News,1.0135135135135136,10523,0,74,,,,"[1, 5, 0, 0, 12]","[3, 9, 2, 11, 31]"
StratfordToday.ca,-0.574468085106383,9973,0,94,,,,"[1, 20, 2, 1, 6]","[0, 52, 8, 1, 3]"
Stv,-0.5263157894736843,78771,0,19,-3.979931,56.259883,,"[3, 6, 0, 0, 0]","[0, 4, 2, 2, 2]"
Sun-Sentinel,-0.09090909090909083,17149,0,22,-80.102504,26.315626,Alden Global Capital,"[0, 3, 0, 1, 0]","[1, 10, 1, 0, 6]"
SuperHits 103.7 COSY-FM,0.28260869565217384,7468,0,46,,,,"[0, 2, 6, 1, 2]","[2, 8, 11, 6, 8]"
Sydney Morning Herald,-0.2844036697247707,297326,-1,109,151.212676,-33.823868,Nine Entertainment Co.,"[4, 10, 4, 2, 5]","[9, 39, 16, 8, 12]"
SyriacPress,-0.41666666666666674,911,0,12,,,,"[0, 2, 0, 1, 0]","[1, 5, 1, 1, 1]"
TAG24,0.06666666666666687,3937,0,30,,,,"[4, 2, 0, 0, 6]","[5, 5, 0, 1, 7]"
TALK! 100.7 FM,0.1333333333333333,1449,0,45,,,,"[0, 1, 10, 1, 1]","[1, 6, 18, 2, 5]"
TDPel Media,0.23076923076923084,3498,0,13,,,,"[0, 3, 0, 1, 0]","[0, 3, 2, 0, 4]"
TRT World,-1.1176470588235294,10996,2,51,29.040758,41.004738,Government of Turkey,"[5, 3, 0, 1, 1]","[25, 9, 1, 0, 6]"
Taipei Times,0.0,58951,-1,17,121.553412,25.033022,,"[0, 3, 0, 1, 1]","[0, 6, 2, 2, 2]"
Telesur,-1.218543046357616,13626,-2,151,-66.904161,10.480127,,"[11, 5, 0, 0, 4]","[73, 43, 2, 2, 11]"
The Algemeiner,1.1920000000000002,9493,1,250,-73.986928,40.705619,,"[1, 4, 0, 0, 14]","[16, 36, 3, 8, 168]"
The American Spectator,2.0,13221,2,15,-77.041836,38.803357,,"[0, 0, 0, 0, 3]","[0, 0, 0, 0, 12]"
The Arab Posts,-0.08771929824561409,508,0,57,,,,"[2, 5, 1, 2, 5]","[1, 24, 5, 6, 6]"
The Arabian Stories News,-0.5833333333333333,3105,0,12,,,,"[1, 1, 1, 0, 1]","[1, 4, 3, 0, 0]"
The Atlantic,-0.09090909090909083,19852,-1,11,-77.054703,38.900721,Laurene Powell Jobs,"[0, 1, 0, 0, 1]","[2, 4, 0, 0, 3]"
The Bahart Express News,0.11764705882352944,8084,0,51,77.508968,28.492147,,"[0, 0, 6, 1, 0]","[7, 2, 22, 5, 8]"
The Blaze,1.380952380952381,59395,2,21,-94.945729,39.040462,Blaze Media,"[0, 0, 0, 0, 3]","[2, 1, 1, 0, 14]"
The Canary,-2.0,3428,-2,22,-1.971141,52.339341,,"[3, 0, 0, 0, 0]","[19, 0, 0, 0, 0]"
The Canberra Times,-0.3500000000000001,31894,-1,20,149.130096,-35.280865,Australian Community Media,"[0, 2, 0, 0, 0]","[0, 9, 7, 0, 2]"
The Christian Post,1.6969696969696968,15880,1,33,,,,"[0, 1, 0, 1, 4]","[1, 0, 0, 2, 24]"
The Christian Science Monitor,-0.6818181818181819,17332,0,22,-71.053034,42.376092,"The First Church of Christ, Scientist","[0, 5, 0, 0, 0]","[0, 14, 1, 0, 2]"
The Citizen,-0.6037735849056605,56236,0,53,39.216704,-6.760711,Mwananchi Communications Ltd,"[2, 13, 0, 1, 2]","[3, 25, 1, 1, 5]"
The College Fix,0.4166666666666665,2628,2,12,,,,"[0, 0, 0, 0, 0]","[4, 1, 0, 0, 7]"
The Columbian,-0.6017699115044248,40668,0,113,-122.550926,45.6374,,"[2, 24, 0, 1, 3]","[10, 49, 9, 8, 7]"
The Conversation,-0.47058823529411775,39145,0,34,,,,"[1, 7, 0, 0, 0]","[3, 15, 0, 2, 6]"
The Daily Caller,2.0,131025,2,40,-77.029719,38.917567,"Tucker Carlson, Neil Patel","[0, 0, 0, 0, 6]","[0, 0, 0, 0, 34]"
The Daily Signal,1.9545454545454546,11483,2,22,-77.028332,38.905089,The Heritage Foundation,"[0, 0, 0, 0, 6]","[0, 0, 0, 1, 15]"
The Daily Wire,1.8470588235294119,61174,2,85,-86.786976,36.179965,Ben Shapiro,"[0, 0, 0, 2, 17]","[0, 3, 0, 2, 61]"
The DailyMail,-0.25,3624,0,12,,,,"[0, 3, 0, 1, 0]","[0, 5, 1, 0, 2]"
The Dispatch,0.1875,5023,0,16,,,"Stephen Hayes, Toby Stock, Jonah Goldberg","[0, 2, 0, 0, 1]","[2, 4, 1, 1, 5]"
The Eastern Herald,-0.6585365853658536,10155,0,41,,,,"[3, 4, 0, 0, 1]","[10, 14, 1, 1, 7]"
The Economic Times,0.15384615384615374,73462,0,130,,,Sahu Jain family,"[1, 9, 4, 0, 8]","[1, 44, 30, 5, 28]"
The Economist,-0.23076923076923084,9850,0,13,-0.130556,51.514587,"Agnelli family, Rothschild family, Cadbury family, Schroders","[1, 0, 0, 0, 1]","[1, 6, 1, 1, 2]"
The Electronic Intifada,-2.0,1663,-2,20,,,,"[4, 0, 0, 0, 0]","[16, 0, 0, 0, 0]"
The Epoch Times,0.8690476190476191,142574,2,168,-73.993567,40.704012,Epoch Media Group,"[1, 3, 1, 1, 24]","[5, 35, 17, 15, 66]"
The European Conservative,1.823529411764706,1530,0,17,,,,"[0, 0, 0, 0, 3]","[0, 1, 0, 0, 13]"
"The European Sting - Critical News & Insights on European Politics, Economy, Foreign Affairs, Busine",-1.1739130434782608,1280,0,46,,,,"[0, 2, 0, 0, 0]","[9, 34, 1, 0, 0]"
The European Times News,-1.1538461538461537,2343,0,26,,,,"[1, 0, 0, 0, 0]","[4, 20, 1, 0, 0]"
The Express Tribune,-0.6216216216216217,24495,0,111,70.395238,30.698244,,"[5, 14, 0, 1, 4]","[19, 46, 4, 6, 12]"
The Foreign Desk | by Lisa Daftari - Get the latest international news.,1.103448275862069,913,0,29,,,,"[0, 0, 1, 0, 1]","[0, 6, 2, 2, 17]"
The Forward,0.11627906976744207,7671,-1,43,,,,"[3, 0, 0, 1, 4]","[11, 8, 0, 0, 16]"
The Free Press,-0.4444444444444444,2030,1,18,,,Bari Weiss,"[3, 4, 0, 0, 1]","[2, 4, 0, 0, 4]"
The Free Press (Tampa),1.2954545454545454,25800,2,44,-82.449241,27.957538,,"[0, 2, 0, 0, 8]","[0, 4, 5, 3, 22]"
The Frontier Post,-0.35144927536231885,5213,0,276,,,,"[3, 15, 3, 5, 3]","[23, 124, 53, 11, 36]"
The Gateway Pundit,1.830769230769231,75203,2,65,-97.535553,38.247716,Jim Hoft,"[0, 0, 0, 0, 10]","[2, 1, 0, 0, 52]"
The Global Herald,-0.32167832167832167,14597,0,143,,,,"[4, 16, 6, 3, 6]","[7, 59, 17, 14, 11]"
The Globe & Mail,-0.32499999999999996,92108,0,80,-106.820865,55.821417,The Woodbridge Company,"[0, 11, 0, 0, 4]","[2, 42, 6, 7, 8]"
The Herald Scotland,-1.0909090909090908,81761,-1,11,-4.120052,56.691147,Gannett,"[1, 2, 1, 0, 0]","[1, 6, 0, 0, 0]"
The Hindu,-0.3359073359073359,617118,-1,259,78.256538,20.115335,The Hindu Group,"[3, 30, 2, 0, 15]","[15, 121, 32, 12, 29]"
The Hollywood Reporter,0.08333333333333348,38437,-1,12,-118.256981,34.062743,Eldridge Industries,"[0, 3, 0, 0, 0]","[0, 1, 5, 1, 2]"
The Independent,-0.5273775216138328,563871,-1,347,-0.106444,51.510428,Evgeny Lebedev,"[10, 24, 4, 2, 11]","[31, 184, 32, 15, 34]"
The Independent Uganda:,0.07142857142857162,3244,0,28,,,,"[0, 2, 1, 3, 2]","[3, 6, 6, 1, 4]"
The Intercept,-1.8461538461538463,4825,-2,13,-73.971806,40.737515,First Look Media,"[7, 0, 0, 0, 0]","[4, 2, 0, 0, 0]"
The Irish Sun,0.9482758620689653,20734,0,58,-8.256138,53.495332,,"[0, 5, 0, 2, 8]","[1, 6, 8, 6, 22]"
The Japan Times,0.3076923076923075,76013,0,39,136.031684,36.912844,"News2u Holdings, Inc.","[0, 6, 2, 0, 4]","[2, 4, 10, 4, 7]"
The Jewish Chronicle,1.2461538461538462,2701,1,260,,,,"[0, 2, 0, 6, 20]","[10, 37, 7, 19, 159]"
The Jewish World - Your gateway to Jewish life!,1.0833333333333335,170,0,12,,,,"[0, 0, 0, 0, 1]","[1, 1, 2, 0, 7]"
The Journal,-0.7580645161290323,35692,-1,62,-7.912296,53.175871,Ogden Newspapers,"[3, 5, 1, 0, 2]","[7, 36, 2, 2, 4]"
The Korea Times,-0.709090909090909,92282,-1,55,127.893613,36.309197,Dongwha Enterprise,"[0, 17, 0, 0, 1]","[2, 27, 4, 1, 3]"
The Kyiv Independent,0.7142857142857144,19929,-1,14,30.547587,50.421376,,"[0, 0, 0, 0, 2]","[0, 6, 0, 0, 6]"
The Latest News,0.25,5353,0,24,,,,"[1, 3, 0, 1, 2]","[0, 7, 2, 3, 5]"
The Legitimate,-0.4347826086956521,1866,0,23,,,,"[0, 2, 0, 0, 2]","[3, 11, 2, 1, 2]"
The Lima News,-0.9285714285714286,10512,0,14,-84.497015,34.248431,,"[0, 1, 0, 0, 0]","[0, 12, 1, 0, 0]"
The Maritime Executive,0.7777777777777777,12472,0,18,,,,"[0, 0, 0, 0, 2]","[0, 4, 3, 4, 5]"
The Media Line,0.3650793650793651,2620,2,252,,,,"[4, 14, 3, 1, 15]","[22, 77, 3, 22, 91]"
The Mercury news,-0.13636363636363646,119533,-1,22,-121.878779,37.330308,Alden Global Capital,"[0, 1, 0, 1, 3]","[0, 13, 2, 0, 2]"
The Munsif Daily,-0.270440251572327,16928,0,159,,,,"[2, 13, 1, 2, 7]","[11, 79, 11, 7, 26]"
The Muslim Times,-1.3552631578947367,1463,0,76,,,,"[5, 9, 0, 0, 1]","[36, 21, 0, 1, 3]"
The NOTL Local,-0.5777777777777777,9615,0,90,,,,"[1, 19, 2, 2, 5]","[0, 50, 7, 1, 3]"
The Namibian,-0.4545454545454546,14068,0,11,17.053109,-22.564061,,"[0, 1, 0, 0, 1]","[2, 5, 0, 1, 1]"
The National,-1.1325301204819276,31118,-1,83,-4.251764,55.86443,Gannett,"[4, 15, 1, 0, 3]","[22, 35, 2, 0, 1]"
The National Pulse,2.0,2907,2,14,,,,"[0, 0, 0, 0, 3]","[0, 0, 0, 0, 11]"
The New Arab,-0.8507936507936509,13065,-1,630,-0.121312,51.522173,Fadaat Media,"[9, 25, 0, 3, 9]","[166, 307, 38, 21, 52]"
The New York Ledger,0.8656716417910446,7391,0,67,,,,"[0, 2, 1, 2, 7]","[2, 15, 5, 3, 30]"
The New York Sun,1.2247191011235956,14948,2,89,-74.008334,40.725497,,"[1, 1, 1, 3, 13]","[4, 13, 0, 2, 51]"
The New Yorker,-0.7272727272727273,24738,-2,11,-74.041819,40.737111,Advance Publications,"[2, 2, 0, 0, 1]","[1, 4, 0, 0, 1]"
The News God,0.0,1185,0,18,,,,"[2, 2, 0, 0, 1]","[2, 4, 0, 2, 5]"
The News Mill,0.75,9292,0,20,,,,"[0, 2, 1, 0, 2]","[0, 5, 1, 0, 9]"
The Online Citizen,-0.9411764705882353,1518,0,17,,,,"[1, 4, 0, 0, 1]","[6, 3, 0, 1, 1]"
The Post Millennial,1.375,25568,2,24,-79.406972,43.618521,"Matthew Azrieli, Ali Taghva","[0, 0, 0, 0, 6]","[3, 1, 0, 0, 14]"
The Print,-0.36363636363636354,82805,1,11,77.19507,28.611715,,"[0, 0, 0, 0, 0]","[1, 6, 1, 2, 1]"
The Queenslander,-0.6666666666666667,2518,0,48,,,,"[1, 8, 0, 2, 1]","[3, 28, 0, 2, 3]"
The Rio Times,0.5789473684210527,16045,1,19,-51.977545,-14.943767,,"[0, 3, 0, 0, 1]","[0, 3, 4, 1, 7]"
The Savage Nation,1.2799999999999998,2468,0,50,,,,"[1, 0, 2, 0, 5]","[1, 3, 7, 1, 30]"
The Siasat Daily,-0.26415094339622636,15144,-1,212,,,,"[4, 10, 5, 2, 12]","[24, 95, 17, 7, 36]"
The Smart Citizen Report,0.54,2437,0,100,,,,"[3, 3, 0, 3, 9]","[9, 24, 5, 4, 40]"
The Spectator World,0.9375,10024,2,16,-2.273295,52.634353,,"[0, 1, 0, 1, 5]","[1, 3, 0, 0, 5]"
The Star Kuala Lumpur,-0.71875,341700,2,64,101.052537,5.015789,Star Media Group,"[3, 7, 2, 0, 0]","[6, 27, 15, 2, 2]"
The Straits Times,-0.3268482490272373,185076,1,514,103.826534,1.383266,Singapore Press Holdings,"[2, 26, 3, 6, 13]","[19, 287, 67, 27, 64]"
The Sun,1.053763440860215,235097,2,93,-1.966597,52.35208,Murdoch family,"[0, 6, 0, 4, 9]","[1, 12, 7, 12, 42]"
The Syrian Observer,-0.7692307692307692,1310,0,13,,,,"[0, 2, 0, 0, 0]","[0, 8, 3, 0, 0]"
The Telegraph,0.5882352941176472,202038,2,68,-0.155886,51.515336,"Press Holdings, David and Frederick Barclay","[0, 3, 0, 0, 10]","[1, 25, 2, 4, 23]"
The Thinking Conservative,1.6470588235294117,1872,2,17,,,,"[0, 1, 0, 0, 5]","[0, 1, 0, 0, 10]"
The Times of Israel,1.0301507537688441,39921,0,199,35.213359,31.768238,David Horovitz,"[0, 1, 4, 2, 14]","[7, 37, 17, 7, 110]"
The Times of Middle East,-0.9199999999999999,2389,0,150,,,,"[6, 14, 0, 1, 1]","[21, 93, 2, 4, 8]"
The US Sun,1.1204819277108435,23896,2,83,,,"Murdoch family, Privately held company","[0, 4, 0, 3, 11]","[0, 12, 5, 12, 36]"
The Vaultz News,-0.4363636363636363,3561,0,55,,,,"[5, 2, 0, 1, 6]","[10, 19, 4, 2, 6]"
The Washington Free Beacon,1.6785714285714284,10197,2,56,-77.044059,38.896017,,"[0, 0, 0, 0, 8]","[3, 2, 0, 0, 43]"
The Washington Post,-0.6363636363636365,235245,-1,154,,,Jeff Bezos,"[1, 19, 2, 3, 5]","[7, 93, 14, 3, 7]"
The Week,-0.4347826086956521,10720,-1,23,-77.033414,38.918489,Dennis Publishing,"[0, 1, 2, 2, 0]","[0, 15, 0, 2, 1]"
The West Australian,-0.23076923076923084,143043,1,104,130.443518,-23.529751,Kerry Stokes,"[0, 11, 4, 1, 7]","[5, 45, 15, 5, 11]"
The Western Journal,1.9393939393939394,39513,2,33,-112.063462,33.430082,,"[0, 0, 0, 0, 5]","[0, 0, 1, 0, 27]"
The Whistler Nigeria,0.34482758620689635,6696,0,29,,,,"[1, 2, 1, 1, 3]","[3, 5, 3, 2, 8]"
The World Without Fake News!,-0.2127659574468086,6259,0,47,,,,"[1, 3, 0, 0, 3]","[2, 26, 1, 3, 8]"
The Wrap,0.0,8921,-1,15,-96.290525,34.800993,,"[1, 1, 1, 2, 1]","[1, 2, 4, 1, 1]"
The Zambian Observer,-0.04347826086956519,65202,0,23,28.391404,-13.121886,,"[1, 3, 0, 1, 1]","[1, 7, 4, 0, 5]"
TheAltWorld,-1.2777777777777777,815,0,18,,,,"[2, 0, 0, 0, 2]","[12, 1, 0, 0, 1]"
"ThePress United | International News Analysis, Viewpoint",0.3529411764705883,6513,0,102,,,,"[1, 5, 1, 2, 10]","[11, 31, 3, 2, 36]"
Thelocalreport.in,1.0416666666666665,8521,0,96,,,,"[0, 3, 1, 1, 10]","[3, 19, 4, 3, 52]"
Thorold Today,-0.6170212765957446,63853,0,94,,,,"[1, 20, 1, 1, 7]","[1, 51, 10, 2, 0]"
Time Magazine,-0.13207547169811318,36011,-1,53,-95.651554,37.11675,Marc Benioff,"[4, 5, 1, 0, 7]","[6, 15, 5, 1, 9]"
Time News,-0.5714285714285714,7956,0,56,,,,"[1, 6, 1, 0, 1]","[12, 22, 3, 0, 10]"
Times Live,-0.5074626865671641,75992,1,67,28.035112,-26.203001,,"[1, 11, 0, 1, 3]","[3, 35, 5, 3, 5]"
Times of Malta,-0.53125,24854,0,64,,,Strickland Foundation,"[0, 14, 0, 1, 3]","[7, 26, 5, 3, 5]"
Timmins Today,-0.6627906976744187,64417,0,86,,,,"[1, 20, 1, 1, 5]","[1, 47, 8, 1, 1]"
Today,0.11111111111111116,12965,-1,18,-96.197339,36.691317,,"[0, 4, 2, 0, 2]","[0, 3, 4, 1, 2]"
Toronto Sun,-0.13684210526315788,117181,2,95,-79.399116,43.629824,"Leon Cooperman, Allianz","[1, 15, 0, 1, 6]","[2, 38, 13, 5, 14]"
Townhall,1.6296296296296298,21991,2,54,,,Salem Media Group,"[1, 1, 1, 0, 10]","[2, 1, 0, 0, 38]"
TradeWinds | Latest shipping and maritime news,-0.10526315789473695,8781,0,19,,,,"[0, 2, 2, 0, 0]","[0, 2, 11, 2, 0]"
Tribune Chronicle,-0.5454545454545454,17284,0,22,-80.813954,41.234645,,"[0, 4, 0, 1, 1]","[0, 14, 0, 1, 1]"
Tribune Online,0.47058823529411775,6768,0,17,,,,"[0, 1, 1, 1, 2]","[0, 3, 4, 3, 2]"
Truthout,-1.8412698412698414,12147,-2,63,-121.48381,38.568467,Independent,"[7, 3, 0, 0, 0]","[49, 3, 0, 0, 1]"
Tuko.co.ke - Kenya news.,-0.41666666666666674,12517,0,12,,,,"[0, 1, 0, 0, 0]","[0, 4, 7, 0, 0]"
Twitchy,2.0,48338,2,33,-95.396449,37.354531,Salem Media Group,"[0, 0, 0, 0, 6]","[0, 0, 0, 0, 27]"
U-S-NEWS.COM,1.75,6414,0,16,,,,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 14]"
U.S. News,-0.6714285714285715,33841,-1,70,-74.014119,40.72118,Mortimer Zuckerman,"[0, 11, 0, 0, 1]","[1, 47, 3, 3, 4]"
UN News,-1.1754385964912282,14915,-1,57,-74.018557,40.714875,,"[1, 2, 0, 0, 0]","[11, 42, 0, 1, 0]"
UPI,0.25396825396825395,110359,0,126,-77.031552,38.916462,News World Communications,"[2, 12, 0, 2, 12]","[5, 40, 10, 14, 29]"
USA Today,0.40476190476190466,381449,-1,42,-96.916557,37.562989,Gannett,"[0, 7, 1, 3, 7]","[2, 9, 1, 4, 8]"
UWI,1.9214501510574018,1843,0,331,,,,"[0, 0, 0, 0, 30]","[4, 2, 1, 2, 292]"
Uncanceled News,1.559322033898305,2719,0,59,,,,"[0, 0, 0, 0, 6]","[2, 4, 1, 4, 42]"
Usa news,0.0,5717,0,24,,,,"[0, 6, 2, 0, 1]","[0, 6, 4, 0, 5]"
VINnews,1.4748743718592965,6514,0,398,,,,"[1, 6, 0, 0, 32]","[6, 39, 13, 20, 281]"
VOA News,-0.2829268292682927,118494,0,205,-94.701127,39.944317,U.S. Agency for Global Media,"[1, 22, 3, 2, 6]","[14, 95, 19, 11, 32]"
Variety,-0.9285714285714286,130679,-1,14,-118.231902,34.063621,Penske Media Corporation,"[0, 0, 1, 0, 0]","[4, 7, 1, 0, 1]"
Vatican News,-0.9318181818181819,11532,1,44,,,,"[3, 3, 1, 1, 1]","[6, 25, 3, 0, 1]"
Verve times,-0.5333333333333334,3550,0,15,,,,"[1, 3, 0, 1, 0]","[0, 7, 1, 1, 1]"
Voice of Nigeria,-0.4642857142857142,5261,0,56,,,,"[0, 3, 0, 2, 1]","[5, 31, 3, 8, 3]"
Vox Political,-0.5454545454545454,785,0,11,,,,"[1, 0, 0, 0, 0]","[6, 0, 0, 0, 4]"
WABC,0.3076923076923075,3992,2,13,,,,"[0, 2, 1, 0, 1]","[1, 2, 2, 0, 4]"
WAPT,-0.3076923076923077,52060,0,78,-90.193829,32.301753,Hearst Communications,"[0, 22, 0, 1, 5]","[1, 34, 2, 3, 10]"
WBAL,-0.3214285714285714,25210,0,56,-76.614011,39.289712,Hearst Communications,"[0, 15, 1, 3, 1]","[1, 23, 1, 5, 6]"
WBAL-TV,-0.3466666666666667,57432,0,75,-76.599707,39.29733,Hearst Communications,"[0, 20, 1, 1, 4]","[2, 33, 2, 2, 10]"
WBIR,-0.6571428571428573,22285,0,35,,,Tegna Inc.,"[1, 11, 0, 0, 1]","[0, 18, 0, 2, 2]"
WCSH,-0.6399999999999999,26391,-1,50,-70.265813,43.658132,Tegna Inc.,"[2, 16, 0, 0, 1]","[1, 23, 0, 3, 4]"
WCVB,-0.33333333333333326,83785,0,78,-71.059134,42.342659,Hearst Communications,"[0, 22, 0, 1, 5]","[1, 35, 2, 2, 10]"
WDC TV News,-0.4509803921568627,6198,0,51,,,,"[2, 12, 2, 0, 3]","[1, 23, 0, 4, 4]"
WDSU,-0.24691358024691357,65268,0,81,-90.072004,29.9506,Hearst Communications,"[0, 21, 0, 1, 6]","[1, 34, 5, 2, 11]"
WESH,-0.3999999999999999,67209,0,75,-81.588537,27.718946,Hearst Communications,"[0, 21, 0, 1, 4]","[1, 35, 2, 3, 8]"
WFAA 8abc,-0.7352941176470589,37346,0,34,-96.795868,32.769528,Tegna Inc.,"[3, 9, 0, 0, 1]","[0, 17, 1, 1, 2]"
WGAL,-0.33846153846153837,35374,0,65,-76.303864,40.040435,Hearst Communications,"[0, 18, 0, 1, 3]","[1, 28, 3, 3, 8]"
WHDH,-0.5686274509803921,56823,-1,51,-71.047974,42.366373,Sunbeam Television,"[0, 8, 0, 3, 2]","[3, 29, 2, 1, 3]"
WIN,1.6843971631205674,5801,2,846,34.980092,30.922519,,"[0, 2, 0, 1, 40]","[25, 30, 24, 22, 702]"
WISH-TV,-0.2142857142857142,53083,-1,14,-86.135922,39.783496,,"[0, 1, 0, 0, 1]","[1, 6, 2, 2, 1]"
